versao,coorte,dimensao,celula,n,dias,exp_liq,exp_resto,delta,ic_lo,ic_hi,p,holm,julgavel,pf,acerto_pct,pedagio_medio,exp_bruta,soma_r,n_resto,dias_resto
volume_anomaly v1,prospective,mercado,SKRUSDT,4,2,-0.804238,-0.329155,-0.475082,nan,nan,nan,0,0,0.000000,0.00,0.230708,-0.579259,-3.2170,2075,3
volume_anomaly v1,prospective,mercado,SKYAIUSDT,4,1,-0.141447,-0.330433,0.188986,nan,nan,nan,0,0,0.749596,25.00,0.153483,0.015287,-0.5658,2075,3
volume_anomaly v1,prospective,mercado,SKYUSDT,6,2,-0.197012,-0.330455,0.133442,nan,nan,nan,0,0,0.771632,16.67,0.430082,0.235397,-1.1821,2073,3
volume_anomaly v1,prospective,mercado,SOLUSDT,5,3,-0.570154,-0.329491,-0.240664,nan,nan,nan,0,0,0.405022,20.00,0.794379,0.223605,-2.8508,2074,3
volume_anomaly v1,prospective,mercado,SOPHUSDT,28,2,0.054304,-0.335317,0.389621,nan,nan,nan,0,0,1.108606,32.14,0.138779,0.193717,1.5205,2051,3
volume_anomaly v1,prospective,mercado,SPKUSDT,9,2,0.177986,-0.332278,0.510264,nan,nan,nan,0,0,1.462110,33.33,0.228585,0.407638,1.6019,2070,3
volume_anomaly v1,prospective,mercado,SPXUSDT,9,2,-0.505907,-0.329305,-0.176602,nan,nan,nan,0,0,0.265617,22.22,0.259759,-0.246135,-4.5532,2070,3
volume_anomaly v1,prospective,mercado,STRKUSDT,7,3,-0.683689,-0.328875,-0.354814,nan,nan,nan,0,0,0.073031,14.29,0.321342,-0.361302,-4.7858,2072,3
volume_anomaly v1,prospective,mercado,STXUSDT,8,2,0.187709,-0.332070,0.519779,nan,nan,nan,0,0,1.454419,50.00,0.316872,0.506100,1.5017,2071,3
volume_anomaly v1,prospective,mercado,SUIUSDT,8,2,-0.092511,-0.330987,0.238476,nan,nan,nan,0,0,0.767862,37.50,0.217314,0.125221,-0.7401,2071,3
volume_anomaly v1,prospective,mercado,SUSDT,5,2,-0.379914,-0.329949,-0.049964,nan,nan,nan,0,0,0.388292,20.00,0.344041,-0.034919,-1.8996,2074,3
volume_anomaly v1,prospective,mercado,SUSHIUSDT,1,1,-1.164409,-0.329668,-0.834741,nan,nan,nan,0,0,0.000000,0.00,0.236339,-0.929141,-1.1644,2078,3
volume_anomaly v1,prospective,mercado,SYRUPUSDT,1,1,0.529312,-0.330483,0.859795,nan,nan,nan,0,0,inf,100.00,0.144659,0.678165,0.5293,2078,3
volume_anomaly v1,prospective,mercado,TACUSDT,8,2,-0.777833,-0.328340,-0.449493,nan,nan,nan,0,0,0.197519,12.50,0.357940,-0.420528,-6.2227,2071,3
volume_anomaly v1,prospective,mercado,TAOUSDT,13,1,0.008152,-0.332198,0.340349,nan,nan,nan,0,0,1.012914,46.15,0.336118,0.344474,0.1060,2066,3
volume_anomaly v1,prospective,mercado,THETAUSDT,1,1,-0.822745,-0.329832,-0.492913,nan,nan,nan,0,0,0.000000,0.00,0.195999,-0.627490,-0.8227,2078,3
volume_anomaly v1,prospective,mercado,TIAUSDT,17,1,-0.246481,-0.330759,0.084278,nan,nan,nan,0,0,0.568961,29.41,0.245203,-0.001056,-4.1902,2062,3
volume_anomaly v1,prospective,mercado,TOSHIUSDT,1,1,-1.153010,-0.329673,-0.823337,nan,nan,nan,0,0,0.000000,0.00,0.220052,-0.934024,-1.1530,2078,3
volume_anomaly v1,prospective,mercado,TRADOORUSDT,5,2,0.642346,-0.332414,0.974760,nan,nan,nan,0,0,3.435577,40.00,0.138215,0.782445,3.2117,2074,3
volume_anomaly v1,prospective,mercado,TRBUSDT,12,2,-0.307453,-0.330201,0.022747,nan,nan,nan,0,0,0.495025,33.33,0.330093,0.022667,-3.6894,2067,3
volume_anomaly v1,prospective,mercado,TRIAUSDT,1,1,-0.494940,-0.329990,-0.164950,nan,nan,nan,0,0,0.000000,0.00,0.092776,-0.402622,-0.4949,2078,3
volume_anomaly v1,prospective,mercado,TRUMPUSDT,6,2,-0.726110,-0.328923,-0.397187,nan,nan,nan,0,0,0.119060,16.67,0.265828,-0.460854,-4.3567,2073,3
volume_anomaly v1,prospective,mercado,TRXUSDT,10,2,-1.582379,-0.324017,-1.258362,nan,nan,nan,0,0,0.000000,10.00,1.348839,-0.234583,-15.8238,2069,3
volume_anomaly v1,prospective,mercado,TSTUSDT,7,2,-4.873665,-0.314720,-4.558945,nan,nan,nan,0,0,0.037601,28.57,6.651683,1.783014,-34.1157,2072,3
volume_anomaly v1,prospective,mercado,TUSDT,6,3,0.106577,-0.331333,0.437910,nan,nan,nan,0,0,1.208961,50.00,0.247288,0.354071,0.6395,2073,3
volume_anomaly v1,prospective,mercado,TWTUSDT,6,2,-0.274891,-0.330229,0.055338,nan,nan,nan,0,0,0.625654,33.33,0.373920,0.098904,-1.6493,2073,3
volume_anomaly v1,prospective,mercado,UAIUSDT,9,2,0.402586,-0.333255,0.735841,nan,nan,nan,0,0,2.218034,33.33,0.083701,0.486724,3.6233,2070,3
volume_anomaly v1,prospective,mercado,UBUSDT,1,1,-0.645354,-0.329918,-0.315436,nan,nan,nan,0,0,0.000000,0.00,0.302069,-0.343810,-0.6454,2078,3
volume_anomaly v1,prospective,mercado,UNIUSDT,4,3,-0.670506,-0.329413,-0.341093,nan,nan,nan,0,0,0.000000,0.00,0.182970,-0.486487,-2.6820,2075,3
volume_anomaly v1,prospective,mercado,USELESSUSDT,7,2,0.007525,-0.331210,0.338735,nan,nan,nan,0,0,1.015735,28.57,0.071783,0.080392,0.0527,2072,3
volume_anomaly v1,prospective,mercado,VELVETUSDT,4,2,-0.786637,-0.329189,-0.457448,nan,nan,nan,0,0,0.000000,0.00,0.166544,-0.620814,-3.1465,2075,3
volume_anomaly v1,prospective,mercado,VETUSDT,13,3,-0.627176,-0.328200,-0.298976,nan,nan,nan,0,0,0.221148,30.77,0.537397,-0.090191,-8.1533,2066,3
volume_anomaly v1,prospective,mercado,VIRTUALUSDT,14,2,0.355795,-0.334719,0.690514,nan,nan,nan,0,0,1.704547,42.86,0.320521,0.679554,4.9811,2065,3
volume_anomaly v1,prospective,mercado,VVVUSDT,19,2,-0.135664,-0.331863,0.196198,nan,nan,nan,0,0,0.714754,52.63,0.322903,0.189386,-2.5776,2060,3
volume_anomaly v1,prospective,mercado,WIFUSDT,8,2,-0.429913,-0.329684,-0.100229,nan,nan,nan,0,0,0.267371,25.00,0.247712,-0.181936,-3.4393,2071,3
volume_anomaly v1,prospective,mercado,WLDUSDT,16,2,-0.146763,-0.331491,0.184728,nan,nan,nan,0,0,0.790880,31.25,0.241150,0.094337,-2.3482,2063,3
volume_anomaly v1,prospective,mercado,WLFIUSDT,6,2,-0.789086,-0.328741,-0.460345,nan,nan,nan,0,0,0.000000,0.00,0.543486,-0.245084,-4.7345,2073,3
volume_anomaly v1,prospective,mercado,WOOUSDT,15,1,0.349250,-0.335006,0.684256,nan,nan,nan,0,0,1.491637,13.33,0.285207,0.635562,5.2387,2064,3
volume_anomaly v1,prospective,mercado,WUSDT,2,2,-0.876664,-0.329543,-0.547121,nan,nan,nan,0,0,0.000000,0.00,0.311783,-0.565633,-1.7533,2077,3
volume_anomaly v1,prospective,mercado,XANUSDT,8,2,-0.895364,-0.327886,-0.567478,nan,nan,nan,0,0,0.004415,0.00,0.291279,-0.603775,-7.1629,2071,3
volume_anomaly v1,prospective,mercado,XAUTUSDT,17,2,-1.327392,-0.321847,-1.005545,nan,nan,nan,0,0,0.041269,41.18,1.592034,0.263952,-22.5657,2062,3
volume_anomaly v1,prospective,mercado,XLMUSDT,8,2,-0.579371,-0.329106,-0.250265,nan,nan,nan,0,0,0.274762,25.00,0.355820,-0.222895,-4.6350,2071,3
volume_anomaly v1,prospective,mercado,XMRUSDT,5,2,-0.810448,-0.328911,-0.481537,nan,nan,nan,0,0,0.000000,0.00,0.272388,-0.538762,-4.0522,2074,3
volume_anomaly v1,prospective,mercado,XPLUSDT,4,2,0.143367,-0.330982,0.474349,nan,nan,nan,0,0,1.404031,50.00,0.152185,0.295710,0.5735,2075,3
volume_anomaly v1,prospective,mercado,XRPUSDT,2,1,-0.288726,-0.330109,0.041383,nan,nan,nan,0,0,0.521044,50.00,0.268804,-0.017950,-0.5775,2077,3
volume_anomaly v1,prospective,mercado,XVGUSDT,18,3,0.047202,-0.333364,0.380567,nan,nan,nan,0,0,1.079890,33.33,0.267253,0.314956,0.8496,2061,3
volume_anomaly v1,prospective,mercado,YBUSDT,2,1,-0.688482,-0.329724,-0.358758,nan,nan,nan,0,0,0.000000,0.00,0.239526,-0.449548,-1.3770,2077,3
volume_anomaly v1,prospective,mercado,YGGUSDT,15,2,-0.597437,-0.328126,-0.269311,nan,nan,nan,0,0,0.243623,20.00,0.276320,-0.320731,-8.9616,2064,3
volume_anomaly v1,prospective,mercado,ZAMAUSDT,16,2,0.557974,-0.336957,0.894931,nan,nan,nan,0,0,2.582025,62.50,0.250244,0.809522,8.9276,2063,3
volume_anomaly v1,prospective,mercado,ZECUSDT,9,1,-0.003226,-0.331491,0.328264,nan,nan,nan,0,0,0.995268,22.22,0.228336,0.225198,-0.0290,2070,3
volume_anomaly v1,prospective,mercado,ZENUSDT,6,2,-0.023705,-0.330956,0.307252,nan,nan,nan,0,0,0.940357,50.00,0.114283,0.091917,-0.1422,2073,3
volume_anomaly v1,prospective,mercado,ZKCUSDT,11,3,-0.793915,-0.327602,-0.466313,nan,nan,nan,0,0,0.197243,18.18,0.557413,-0.237957,-8.7331,2068,3
volume_anomaly v1,prospective,mercado,ZKUSDT,9,2,-0.053186,-0.331273,0.278087,nan,nan,nan,0,0,0.908087,44.44,0.235335,0.182190,-0.4787,2070,3
volume_anomaly v1,prospective,mercado,ZORAUSDT,7,2,-0.170322,-0.330609,0.160287,nan,nan,nan,0,0,0.711886,28.57,0.218184,0.047779,-1.1923,2072,3
volume_anomaly v1,prospective,mercado,ZROUSDT,12,2,-0.406437,-0.329626,-0.076810,nan,nan,nan,0,0,0.369287,25.00,0.278706,-0.127474,-4.8772,2067,3
volume_anomaly v1,prospective,mercado,哈基米USDT,5,1,-0.614189,-0.329385,-0.284805,nan,nan,nan,0,0,0.165177,0.00,0.056312,-0.558470,-3.0709,2074,3
volume_anomaly v1,prospective,mercado,币安人生USDT,4,2,0.163965,-0.331022,0.494987,nan,nan,nan,0,0,1.344499,25.00,0.381964,0.547715,0.6559,2075,3
volume_anomaly v1,prospective,mercado,我踏马来了USDT,2,1,-0.813947,-0.329604,-0.484343,nan,nan,nan,0,0,0.000000,0.00,0.134739,-0.679968,-1.6279,2077,3
volume_anomaly v1,prospective,mercado,牛来USDT,2,1,-0.809667,-0.329608,-0.480059,nan,nan,nan,0,0,0.000000,0.00,0.104206,-0.706229,-1.6193,2077,3
volume_anomaly v1,prospective,mercado,龙虾USDT,17,2,-0.287146,-0.330423,0.043277,nan,nan,nan,0,0,0.458255,17.65,0.114710,-0.172678,-4.8815,2062,3
momentum (familia),prospective,mercado,ATOMUSDT,30,3,0.068761,-0.216585,0.285346,nan,nan,nan,0,0,1.221711,43.33,0.142652,0.211546,2.0628,1812,3
momentum (familia),prospective,mercado,VETUSDT,33,3,-0.246644,-0.211305,-0.035339,nan,nan,nan,0,0,0.465615,24.24,0.156890,-0.089938,-8.1392,1809,3
momentum (familia),prospective,hora,00h BRT (03h UTC),48,3,-0.391181,-0.207142,-0.184039,nan,nan,nan,0,0,0.377564,31.25,0.146575,-0.243884,-18.7767,1794,3
momentum (familia),prospective,hora,01h BRT (04h UTC),42,3,0.013433,-0.217197,0.230630,nan,nan,nan,0,0,1.031650,50.00,0.107739,0.121229,0.5642,1800,3
momentum (familia),prospective,hora,10h BRT (13h UTC),91,3,-0.422945,-0.200972,-0.221973,nan,nan,nan,0,0,0.290565,24.18,0.156266,-0.266987,-38.4880,1751,3
momentum (familia),prospective,hora,11h BRT (14h UTC),100,3,0.117523,-0.230851,0.348374,nan,nan,nan,0,0,1.335573,57.00,0.133777,0.251807,11.7523,1742,3
momentum (familia),prospective,hora,12h BRT (15h UTC),185,3,-0.113536,-0.222924,0.109388,nan,nan,nan,0,0,0.750344,38.92,0.140558,0.030067,-21.0042,1657,3
momentum (familia),prospective,hora,13h BRT (16h UTC),115,3,-0.433624,-0.197176,-0.236448,nan,nan,nan,0,0,0.256724,18.26,0.137613,-0.296492,-49.8667,1727,3
momentum (familia),prospective,hora,14h BRT (17h UTC),45,3,-0.247093,-0.211058,-0.036035,nan,nan,nan,0,0,0.461826,26.67,0.114262,-0.132937,-11.1192,1797,3
momentum (familia),prospective,hora,15h BRT (18h UTC),59,3,-0.356605,-0.207151,-0.149454,nan,nan,nan,0,0,0.335988,22.03,0.128879,-0.227878,-21.0397,1783,3
momentum (familia),prospective,hora,16h BRT (19h UTC),48,3,0.038349,-0.218635,0.256984,nan,nan,nan,0,0,1.090405,41.67,0.117650,0.156951,1.8408,1794,3
momentum (familia),prospective,hora,17h BRT (20h UTC),47,3,-0.214601,-0.211868,-0.002733,nan,nan,nan,0,0,0.540100,31.91,0.167634,-0.047115,-10.0863,1795,3
momentum (familia),prospective,hora,18h BRT (21h UTC),76,3,-0.318630,-0.207346,-0.111284,nan,nan,nan,0,0,0.489313,34.21,0.176127,-0.142748,-24.2159,1766,3
momentum (familia),prospective,hora,19h BRT (22h UTC),37,3,-0.410663,-0.207864,-0.202799,nan,nan,nan,0,0,0.103416,8.11,0.109257,-0.301732,-15.1945,1805,3
momentum (familia),prospective,hora,02h BRT (05h UTC),51,3,-0.039145,-0.216858,0.177713,nan,nan,nan,0,0,0.908629,49.02,0.151486,0.111651,-1.9964,1791,3
momentum (familia),prospective,hora,20h BRT (23h UTC),50,3,-0.140999,-0.213917,0.072918,nan,nan,nan,0,0,0.667553,36.00,0.141038,0.001650,-7.0500,1792,3
momentum (familia),prospective,hora,21h BRT (00h UTC),145,3,-0.414756,-0.194608,-0.220148,nan,nan,nan,0,0,0.278890,22.07,0.161761,-0.253345,-60.1397,1697,3
momentum (familia),prospective,hora,22h BRT (01h UTC),52,3,-0.287894,-0.209731,-0.078163,nan,nan,nan,0,0,0.489674,28.85,0.151464,-0.136658,-14.9705,1790,3
momentum (familia),prospective,hora,23h BRT (02h UTC),55,3,-0.541726,-0.201788,-0.339938,nan,nan,nan,0,0,0.225849,20.00,0.158985,-0.383003,-29.7949,1787,3
momentum (familia),prospective,hora,03h BRT (06h UTC),50,3,-0.257175,-0.210676,-0.046499,nan,nan,nan,0,0,0.500464,34.00,0.113989,-0.143354,-12.8587,1792,3
momentum (familia),prospective,hora,04h BRT (07h UTC),55,3,-0.367222,-0.207159,-0.160064,nan,nan,nan,0,0,0.414553,27.27,0.156921,-0.211573,-20.1972,1787,3
momentum (familia),prospective,hora,05h BRT (08h UTC),75,3,-0.099081,-0.216728,0.117647,nan,nan,nan,0,0,0.784589,36.00,0.137031,0.037906,-7.4311,1767,3
momentum (familia),prospective,hora,06h BRT (09h UTC),151,3,-0.087161,-0.223080,0.135919,nan,nan,nan,0,0,0.811279,39.07,0.155209,0.068058,-13.1613,1691,3
momentum (familia),prospective,hora,07h BRT (10h UTC),101,3,-0.229028,-0.210946,-0.018082,nan,nan,nan,0,0,0.543436,34.65,0.136779,-0.092214,-23.1319,1741,3
momentum (familia),prospective,hora,08h BRT (11h UTC),70,3,-0.119809,-0.215577,0.095768,nan,nan,nan,0,0,0.733469,42.86,0.146817,0.028630,-8.3867,1772,3
momentum (familia),prospective,hora,09h BRT (12h UTC),94,3,0.046410,-0.225831,0.272241,nan,nan,nan,0,0,1.130990,51.06,0.153799,0.200294,4.3626,1748,3
momentum (familia),prospective,dia_semana,seg (BRT),458,1,-0.145724,-0.233850,0.088126,nan,nan,nan,0,0,0.685203,38.65,0.145737,-0.000123,-66.7414,1384,2
momentum (familia),prospective,dia_semana,ter (BRT),935,1,-0.234533,-0.188645,-0.045889,nan,nan,nan,0,0,0.539845,30.59,0.137835,-0.095989,-219.2887,907,2
momentum (familia),prospective,dia_semana,dom (BRT),449,1,-0.232426,-0.205334,-0.027092,nan,nan,nan,0,0,0.552326,36.97,0.157039,-0.075445,-104.3594,1393,2
momentum (familia),prospective,regime+trend_x_vol,BTC_BULL = up/low,38,1,-0.411696,-0.207730,-0.203966,nan,nan,nan,0,0,0.359739,34.21,0.155225,-0.256231,-15.6445,1804,3
momentum (familia),prospective,regime+trend_x_vol,LOW_VOLATILITY = flat/low,382,1,-0.196147,-0.216069,0.019922,nan,nan,nan,0,0,0.603113,37.96,0.156399,-0.039832,-74.9282,1460,3
momentum (familia),prospective,regime+trend_x_vol,SIDEWAYS = flat/normal,1422,3,-0.210842,-0.215649,0.004808,nan,nan,nan,0,0,0.576804,33.12,0.140992,-0.069429,-299.8168,420,1
momentum (familia),prospective,pedagio,"pedagio < 0,10 R",522,3,-0.115517,-0.250068,0.134551,nan,nan,nan,0,0,0.714185,36.21,0.067054,-0.048125,-60.3000,1320,3
momentum (familia),prospective,pedagio,"pedagio 0,10-0,20 R",959,3,-0.209116,-0.215003,0.005887,nan,nan,nan,0,0,0.581617,35.04,0.143919,-0.064831,-200.5419,883,3
momentum (familia),prospective,pedagio,"pedagio > 0,20 R",361,3,-0.358858,-0.176126,-0.182732,nan,nan,nan,0,0,0.440112,28.81,0.257931,-0.100794,-129.5477,1481,3
momentum (familia),prospective,mercado,0GUSDT,13,2,-0.602088,-0.209165,-0.392924,nan,nan,nan,0,0,0.144540,23.08,0.136813,-0.465823,-7.8271,1829,3
momentum (familia),prospective,mercado,1000000BOBUSDT,3,2,0.275537,-0.212733,0.488270,nan,nan,nan,0,0,2.271866,66.67,0.198837,0.474729,0.8266,1839,3
momentum (familia),prospective,mercado,1000BONKUSDT,4,1,0.041604,-0.212490,0.254094,nan,nan,nan,0,0,1.155550,50.00,0.103095,0.144782,0.1664,1838,3
momentum (familia),prospective,mercado,1000CATUSDT,5,2,0.221998,-0.213119,0.435117,nan,nan,nan,0,0,2.700681,40.00,0.116434,0.340190,1.1100,1837,3
momentum (familia),prospective,mercado,1000FLOKIUSDT,7,3,-0.413453,-0.211169,-0.202284,nan,nan,nan,0,0,0.252429,28.57,0.224150,-0.185510,-2.8942,1835,3
momentum (familia),prospective,mercado,1000LUNCUSDT,5,2,-0.041296,-0.212402,0.171107,nan,nan,nan,0,0,0.898650,20.00,0.239961,0.198721,-0.2065,1837,3
momentum (familia),prospective,mercado,1000PEPEUSDT,9,3,-0.166115,-0.212163,0.046048,nan,nan,nan,0,0,0.655027,44.44,0.220963,0.056498,-1.4950,1833,3
momentum (familia),prospective,mercado,1000SHIBUSDT,9,3,-0.639318,-0.209839,-0.429479,nan,nan,nan,0,0,0.039554,11.11,0.227760,-0.412107,-5.7539,1833,3
momentum (familia),prospective,mercado,1INCHUSDT,1,1,0.638144,-0.212400,0.850544,nan,nan,nan,0,0,inf,100.00,0.257090,0.895975,0.6381,1841,3
momentum (familia),prospective,mercado,4USDT,5,2,-0.286092,-0.211736,-0.074356,nan,nan,nan,0,0,0.537977,20.00,0.048066,-0.237934,-1.4305,1837,3
momentum (familia),prospective,mercado,AAVEUSDT,7,3,-0.626758,-0.210355,-0.416403,nan,nan,nan,0,0,0.100961,14.29,0.221836,-0.405460,-4.3873,1835,3
momentum (familia),prospective,mercado,ACEUSDT,6,1,0.613768,-0.214636,0.828404,nan,nan,nan,0,0,3.146951,66.67,0.135054,0.749490,3.6826,1836,3
momentum (familia),prospective,mercado,ACUUSDT,8,2,-0.111418,-0.212376,0.100958,nan,nan,nan,0,0,0.721627,25.00,0.102769,-0.008720,-0.8913,1834,3
momentum (familia),prospective,mercado,ADAUSDT,10,3,-0.443317,-0.210675,-0.232642,nan,nan,nan,0,0,0.353817,40.00,0.190709,-0.251441,-4.4332,1832,3
momentum (familia),prospective,mercado,AEROUSDT,11,3,-0.546999,-0.209925,-0.337074,nan,nan,nan,0,0,0.218862,18.18,0.156024,-0.390717,-6.0170,1831,3
momentum (familia),prospective,mercado,AIXBTUSDT,1,1,0.418425,-0.212280,0.630705,nan,nan,nan,0,0,inf,100.00,0.185574,0.609137,0.4184,1841,3
momentum (familia),prospective,mercado,AKEUSDT,17,3,-0.133587,-0.212668,0.079081,nan,nan,nan,0,0,0.683688,23.53,0.048987,-0.084520,-2.2710,1825,3
momentum (familia),prospective,mercado,ALGOUSDT,15,3,-0.187040,-0.212142,0.025102,nan,nan,nan,0,0,0.615626,46.67,0.172014,-0.013924,-2.8056,1827,3
momentum (familia),prospective,mercado,ALLOUSDT,5,2,-0.249141,-0.211837,-0.037304,nan,nan,nan,0,0,0.449797,40.00,0.236510,-0.011601,-1.2457,1837,3
momentum (familia),prospective,mercado,APRUSDT,3,2,0.052473,-0.212369,0.264843,nan,nan,nan,0,0,1.144562,66.67,0.104420,0.156988,0.1574,1839,3
momentum (familia),prospective,mercado,APTUSDT,13,3,-0.400883,-0.210595,-0.190288,nan,nan,nan,0,0,0.214409,15.38,0.149060,-0.250704,-5.2115,1829,3
momentum (familia),prospective,mercado,ARBUSDT,6,3,-0.686206,-0.210388,-0.475818,nan,nan,nan,0,0,0.000000,0.00,0.089339,-0.597518,-4.1172,1836,3
momentum (familia),prospective,mercado,ARCUSDT,2,1,-0.013210,-0.212154,0.198944,nan,nan,nan,0,0,0.000000,0.00,0.166511,0.153354,-0.0264,1840,3
momentum (familia),prospective,mercado,ARKMUSDT,5,2,0.046892,-0.212642,0.259534,nan,nan,nan,0,0,1.146691,40.00,0.132182,0.179174,0.2345,1837,3
momentum (familia),prospective,mercado,ARUSDT,5,3,-0.758600,-0.210450,-0.548150,nan,nan,nan,0,0,0.000000,0.00,0.172493,-0.586798,-3.7930,1837,3
momentum (familia),prospective,mercado,ARXUSDT,17,3,-0.324544,-0.210889,-0.113655,nan,nan,nan,0,0,0.350618,23.53,0.075777,-0.248844,-5.5172,1825,3
momentum (familia),prospective,mercado,ASTERUSDT,6,3,-0.786584,-0.210060,-0.576524,nan,nan,nan,0,0,0.000000,0.00,0.191199,-0.594346,-4.7195,1836,3
momentum (familia),prospective,mercado,AVAAIUSDT,1,1,0.523226,-0.212337,0.735563,nan,nan,nan,0,0,inf,100.00,0.116177,0.639973,0.5232,1841,3
momentum (familia),prospective,mercado,AVAXUSDT,11,3,-0.585405,-0.209694,-0.375711,nan,nan,nan,0,0,0.184710,27.27,0.284563,-0.301314,-6.4395,1831,3
momentum (familia),prospective,mercado,AVNTUSDT,2,1,0.738687,-0.212971,0.951658,nan,nan,nan,0,0,inf,100.00,0.101941,0.842576,1.4774,1840,3
momentum (familia),prospective,mercado,AXSUSDT,4,2,-0.669828,-0.210941,-0.458887,nan,nan,nan,0,0,0.000000,0.00,0.261973,-0.408420,-2.6793,1838,3
momentum (familia),prospective,mercado,BANKUSDT,1,1,0.217515,-0.212171,0.429686,nan,nan,nan,0,0,inf,100.00,0.287532,0.505380,0.2175,1841,3
momentum (familia),prospective,mercado,BCHUSDT,8,3,-0.562934,-0.210407,-0.352527,nan,nan,nan,0,0,0.119778,12.50,0.170359,-0.393069,-4.5035,1834,3
momentum (familia),prospective,mercado,BEATUSDT,10,2,-0.161657,-0.212212,0.050556,nan,nan,nan,0,0,0.633494,40.00,0.154840,-0.006916,-1.6166,1832,3
momentum (familia),prospective,mercado,BICOUSDT,19,3,-0.283570,-0.211191,-0.072378,nan,nan,nan,0,0,0.466788,26.32,0.156828,-0.126963,-5.3878,1823,3
momentum (familia),prospective,mercado,BIGTIMEUSDT,1,1,-1.007903,-0.211506,-0.796397,nan,nan,nan,0,0,0.000000,0.00,0.119433,-0.889431,-1.0079,1841,3
momentum (familia),prospective,mercado,BIOUSDT,3,1,-1.244895,-0.210253,-1.034642,nan,nan,nan,0,0,0.000000,0.00,0.351339,-0.894662,-3.7347,1839,3
momentum (familia),prospective,mercado,BLESSUSDT,8,3,-0.152811,-0.212196,0.059384,nan,nan,nan,0,0,0.568435,25.00,0.124088,-0.028826,-1.2225,1834,3
momentum (familia),prospective,mercado,BLUAIUSDT,10,2,-0.459413,-0.210587,-0.248826,nan,nan,nan,0,0,0.313752,20.00,0.067976,-0.391870,-4.5941,1832,3
momentum (familia),prospective,mercado,BNBUSDT,3,1,0.917494,-0.213780,1.131274,nan,nan,nan,0,0,inf,100.00,0.362614,1.281171,2.7525,1839,3
momentum (familia),prospective,mercado,BOMEUSDT,9,3,0.512534,-0.215495,0.728029,nan,nan,nan,0,0,5.631768,88.89,0.135154,0.648429,4.6128,1833,3
momentum (familia),prospective,mercado,BROCCOLI714USDT,2,1,-0.613662,-0.211501,-0.402161,nan,nan,nan,0,0,0.000000,0.00,0.175959,-0.438246,-1.2273,1840,3
momentum (familia),prospective,mercado,BRUSDT,8,2,0.433681,-0.214754,0.648435,nan,nan,nan,0,0,3.379957,75.00,0.082550,0.518522,3.4694,1834,3
momentum (familia),prospective,mercado,BTCUSDT,2,1,-0.513971,-0.211610,-0.302361,nan,nan,nan,0,0,0.000000,0.00,0.421343,-0.073890,-1.0279,1840,3
momentum (familia),prospective,mercado,BTRUSDT,14,3,0.666384,-0.218665,0.885048,nan,nan,nan,0,0,3.104073,42.86,0.100023,0.767113,9.3294,1828,3
momentum (familia),prospective,mercado,BTWUSDT,11,3,0.072078,-0.213644,0.285722,nan,nan,nan,0,0,1.193738,54.55,0.137447,0.209652,0.7929,1831,3
momentum (familia),prospective,mercado,BULLAUSDT,4,2,-0.541685,-0.211220,-0.330464,nan,nan,nan,0,0,0.300823,25.00,0.047700,-0.494507,-2.1667,1838,3
momentum (familia),prospective,mercado,BUSDT,12,3,0.666418,-0.217698,0.884115,nan,nan,nan,0,0,7.924661,83.33,0.123705,0.795718,7.9970,1830,3
momentum (familia),prospective,mercado,CAKEUSDT,8,3,-0.731590,-0.209671,-0.521918,nan,nan,nan,0,0,0.113956,12.50,0.179729,-0.552520,-5.8527,1834,3
momentum (familia),prospective,mercado,CAPUSDT,7,3,0.321780,-0.213974,0.535754,nan,nan,nan,0,0,1.833806,57.14,0.155990,0.460221,2.2525,1835,3
momentum (familia),prospective,mercado,CATIUSDT,13,3,-0.429884,-0.210389,-0.219495,nan,nan,nan,0,0,0.342888,23.08,0.098441,-0.331645,-5.5885,1829,3
momentum (familia),prospective,mercado,CCUSDT,5,3,-0.240263,-0.211861,-0.028402,nan,nan,nan,0,0,0.588419,40.00,0.202825,-0.035727,-1.2013,1837,3
momentum (familia),prospective,mercado,CFGUSDT,6,3,-0.037194,-0.212509,0.175315,nan,nan,nan,0,0,0.880710,33.33,0.097160,0.059968,-0.2232,1836,3
momentum (familia),prospective,mercado,CHILLGUYUSDT,9,3,-0.220499,-0.211896,-0.008603,nan,nan,nan,0,0,0.500166,33.33,0.074766,-0.144980,-1.9845,1833,3
momentum (familia),prospective,mercado,CHIPUSDT,8,3,0.031193,-0.212998,0.244191,nan,nan,nan,0,0,1.070840,50.00,0.114056,0.146282,0.2495,1834,3
momentum (familia),prospective,mercado,CHZUSDT,9,3,-0.429766,-0.210868,-0.218897,nan,nan,nan,0,0,0.333281,22.22,0.257319,-0.168401,-3.8679,1833,3
momentum (familia),prospective,mercado,CLOUSDT,5,2,-0.167358,-0.212059,0.044702,nan,nan,nan,0,0,0.463913,20.00,0.095457,-0.072030,-0.8368,1837,3
momentum (familia),prospective,mercado,COLLECTUSDT,3,2,-0.097202,-0.212125,0.114923,nan,nan,nan,0,0,0.782521,33.33,0.049192,-0.048088,-0.2916,1839,3
momentum (familia),prospective,mercado,COMPUSDT,6,2,-0.856950,-0.209830,-0.647120,nan,nan,nan,0,0,0.000000,0.00,0.207292,-0.650432,-5.1417,1836,3
