versao,coorte,dimensao,celula,n,dias,exp_liq,exp_resto,delta,ic_lo,ic_hi,p,holm,julgavel,pf,acerto_pct,pedagio_medio,exp_bruta,soma_r,n_resto,dias_resto
momentum v3,prospective,mercado,SOLUSDT,2,1,-0.148537,-0.239655,0.091118,nan,nan,nan,0,0,0.755631,50.00,0.314088,0.167438,-0.2971,338,1
momentum v3,prospective,mercado,SOLVUSDT,1,1,-1.035229,-0.236771,-0.798458,nan,nan,nan,0,0,0.000000,0.00,0.051765,-0.984480,-1.0352,339,1
momentum v3,prospective,mercado,SPXUSDT,1,1,0.822434,-0.242251,1.064685,nan,nan,nan,0,0,inf,100.00,0.158411,0.981731,0.8224,339,1
momentum v3,prospective,mercado,STRKUSDT,2,1,-0.224745,-0.239204,0.014459,nan,nan,nan,0,0,0.585763,50.00,0.132334,-0.092584,-0.4495,338,1
momentum v3,prospective,mercado,STXUSDT,2,1,-0.239567,-0.239117,-0.000451,nan,nan,nan,0,0,0.562571,50.00,0.255687,0.015982,-0.4791,338,1
momentum v3,prospective,mercado,SUIUSDT,3,1,-0.651759,-0.235446,-0.416313,nan,nan,nan,0,0,0.000000,0.00,0.142635,-0.507851,-1.9553,337,1
momentum v3,prospective,mercado,SUSHIUSDT,2,1,-0.820120,-0.235681,-0.584438,nan,nan,nan,0,0,0.000000,0.00,0.110206,-0.710690,-1.6402,338,1
momentum v3,prospective,mercado,SYRUPUSDT,1,1,-0.302472,-0.238932,-0.063540,nan,nan,nan,0,0,0.000000,0.00,0.110866,-0.191865,-0.3025,339,1
momentum v3,prospective,mercado,TAOUSDT,2,1,0.845636,-0.245538,1.091174,nan,nan,nan,0,0,inf,100.00,0.159870,1.008243,1.6913,338,1
momentum v3,prospective,mercado,TRIAUSDT,1,1,-0.716573,-0.237711,-0.478862,nan,nan,nan,0,0,0.000000,0.00,0.121799,-0.595443,-0.7166,339,1
momentum v3,prospective,mercado,TSTUSDT,2,1,-1.108560,-0.233975,-0.874585,nan,nan,nan,0,0,0.000000,0.00,0.154039,-0.953816,-2.2171,338,1
momentum v3,prospective,mercado,TUTUSDT,2,1,-0.332120,-0.238569,-0.093550,nan,nan,nan,0,0,0.404918,50.00,0.126937,-0.205465,-0.6642,338,1
momentum v3,prospective,mercado,UNIUSDT,1,1,-0.873994,-0.237247,-0.636747,nan,nan,nan,0,0,0.000000,0.00,0.102028,-0.772800,-0.8740,339,1
momentum v3,prospective,mercado,USELESSUSDT,4,1,0.037751,-0.242415,0.280166,nan,nan,nan,0,0,1.107822,50.00,0.042871,0.080676,0.1510,336,1
momentum v3,prospective,mercado,VELODROMEUSDT,1,1,-0.549796,-0.238203,-0.311593,nan,nan,nan,0,0,0.000000,0.00,0.084594,-0.465718,-0.5498,339,1
momentum v3,prospective,mercado,VELVETUSDT,3,1,-0.244427,-0.239072,-0.005355,nan,nan,nan,0,0,0.458607,33.33,0.114433,-0.123691,-0.7333,337,1
momentum v3,prospective,mercado,VETUSDT,9,1,-0.055393,-0.244115,0.188722,nan,nan,nan,0,0,0.855204,33.33,0.150194,0.094806,-0.4985,331,1
momentum v3,prospective,mercado,VIRTUALUSDT,1,1,-0.743044,-0.237633,-0.505411,nan,nan,nan,0,0,0.000000,0.00,0.142217,-0.601513,-0.7430,339,1
momentum v3,prospective,mercado,VVVUSDT,6,1,0.130739,-0.245763,0.376503,nan,nan,nan,0,0,1.481602,66.67,0.087923,0.220209,0.7844,334,1
momentum v3,prospective,mercado,WIFUSDT,2,1,-1.125282,-0.233876,-0.891407,nan,nan,nan,0,0,0.000000,0.00,0.176986,-0.946936,-2.2506,338,1
momentum v3,prospective,mercado,WLDUSDT,1,1,-1.056098,-0.236709,-0.819389,nan,nan,nan,0,0,0.000000,0.00,0.076185,-0.977158,-1.0561,339,1
momentum v3,prospective,mercado,XANUSDT,1,1,-0.446980,-0.238506,-0.208474,nan,nan,nan,0,0,0.000000,0.00,0.046942,-0.400467,-0.4470,339,1
momentum v3,prospective,mercado,XLMUSDT,1,1,-0.724644,-0.237687,-0.486957,nan,nan,nan,0,0,0.000000,0.00,0.165085,-0.560218,-0.7246,339,1
momentum v3,prospective,mercado,XMRUSDT,1,1,-1.123583,-0.236510,-0.887073,nan,nan,nan,0,0,0.000000,0.00,0.178005,-0.946630,-1.1236,339,1
momentum v3,prospective,mercado,XPLUSDT,3,1,0.251936,-0.243491,0.495427,nan,nan,nan,0,0,2.892013,66.67,0.096992,0.350008,0.7558,337,1
momentum v3,prospective,mercado,XRPUSDT,5,1,-0.274818,-0.238587,-0.036232,nan,nan,nan,0,0,0.499539,40.00,0.238093,-0.036905,-1.3741,335,1
momentum v3,prospective,mercado,XVGUSDT,1,1,-0.894000,-0.237188,-0.656812,nan,nan,nan,0,0,0.000000,0.00,0.133647,-0.761193,-0.8940,339,1
momentum v3,prospective,mercado,YBUSDT,1,1,-1.070631,-0.236666,-0.833965,nan,nan,nan,0,0,0.000000,0.00,0.098822,-0.970371,-1.0706,339,1
momentum v3,prospective,mercado,ZAMAUSDT,1,1,-1.128724,-0.236495,-0.892229,nan,nan,nan,0,0,0.000000,0.00,0.185352,-0.944428,-1.1287,339,1
momentum v3,prospective,mercado,ZECUSDT,3,1,0.179735,-0.242848,0.422583,nan,nan,nan,0,0,1.479304,66.67,0.142333,0.320426,0.5392,337,1
momentum v3,prospective,mercado,ZENUSDT,4,1,-0.311094,-0.238262,-0.072831,nan,nan,nan,0,0,0.340403,25.00,0.127407,-0.183947,-1.2444,336,1
momentum v3,prospective,mercado,ZILUSDT,1,1,-0.889465,-0.237201,-0.652264,nan,nan,nan,0,0,0.000000,0.00,0.118471,-0.771837,-0.8895,339,1
momentum v3,prospective,mercado,ZKCUSDT,2,1,-0.603954,-0.236961,-0.366993,nan,nan,nan,0,0,0.000000,0.00,0.159400,-0.445094,-1.2079,338,1
momentum v3,prospective,mercado,ZKUSDT,1,1,0.427095,-0.241085,0.668180,nan,nan,nan,0,0,inf,100.00,0.126409,0.557149,0.4271,339,1
momentum v3,prospective,mercado,ZORAUSDT,2,1,-0.221570,-0.239223,0.017653,nan,nan,nan,0,0,0.583183,50.00,0.100149,-0.121603,-0.4431,338,1
momentum v3,prospective,mercado,ZROUSDT,2,1,-0.733665,-0.236193,-0.497472,nan,nan,nan,0,0,0.000000,0.00,0.133723,-0.598909,-1.4673,338,1
momentum v3,prospective,mercado,哈基米USDT,3,1,0.015883,-0.241389,0.257272,nan,nan,nan,0,0,1.066950,33.33,0.040519,0.056434,0.0476,337,1
momentum v3,prospective,mercado,牛来USDT,2,1,0.774436,-0.245117,1.019552,nan,nan,nan,0,0,inf,100.00,0.038371,0.813597,1.5489,338,1
momentum v3,prospective,mercado,龙虾USDT,1,1,-0.999592,-0.236876,-0.762716,nan,nan,nan,0,0,0.000000,0.00,0.054924,-0.950145,-0.9996,339,1
momentum v3,prospective,hora,10h BRT (13h UTC),11,1,-0.391298,-0.234031,-0.157267,nan,nan,nan,0,0,0.268386,18.18,0.142552,-0.249081,-4.3043,329,1
momentum v3,prospective,hora,11h BRT (14h UTC),25,1,0.347287,-0.285659,0.632946,nan,nan,nan,0,0,2.600165,72.00,0.127484,0.475626,8.6822,315,1
momentum v3,prospective,hora,14h BRT (17h UTC),8,1,-0.267518,-0.238435,-0.029083,nan,nan,nan,0,0,0.410445,25.00,0.118438,-0.149301,-2.1401,332,1
momentum v3,prospective,hora,15h BRT (18h UTC),13,1,-0.559459,-0.226384,-0.333075,nan,nan,nan,0,0,0.107368,7.69,0.135510,-0.424272,-7.2730,327,1
momentum v3,prospective,hora,16h BRT (19h UTC),5,1,0.428609,-0.249085,0.677695,nan,nan,nan,0,0,2.521933,60.00,0.117500,0.547563,2.1430,335,1
momentum v3,prospective,hora,17h BRT (20h UTC),6,1,-0.631891,-0.232064,-0.399828,nan,nan,nan,0,0,0.000000,0.00,0.206316,-0.426125,-3.7913,334,1
momentum v3,prospective,hora,18h BRT (21h UTC),10,1,-0.209799,-0.240008,0.030209,nan,nan,nan,0,0,0.637420,40.00,0.169455,-0.040487,-2.0980,330,1
momentum v3,prospective,hora,19h BRT (22h UTC),5,1,-0.482145,-0.235492,-0.246653,nan,nan,nan,0,0,0.000000,0.00,0.105077,-0.377509,-2.4107,335,1
momentum v3,prospective,hora,20h BRT (23h UTC),2,1,-0.546116,-0.237303,-0.308814,nan,nan,nan,0,0,0.000000,0.00,0.065074,-0.477422,-1.0922,338,1
momentum v3,prospective,hora,21h BRT (00h UTC),17,1,-0.441196,-0.228484,-0.212712,nan,nan,nan,0,0,0.245393,23.53,0.163343,-0.278229,-7.5003,323,1
momentum v3,prospective,hora,22h BRT (01h UTC),2,1,-0.927691,-0.235045,-0.692646,nan,nan,nan,0,0,0.000000,0.00,0.111205,-0.817370,-1.8554,338,1
momentum v3,prospective,hora,23h BRT (02h UTC),1,1,-0.881077,-0.237226,-0.643851,nan,nan,nan,0,0,0.000000,0.00,0.090263,-0.791660,-0.8811,339,1
momentum v3,prospective,hora,03h BRT (06h UTC),14,1,-0.217653,-0.240041,0.022388,nan,nan,nan,0,0,0.514155,35.71,0.090075,-0.127682,-3.0471,326,1
momentum v3,prospective,hora,04h BRT (07h UTC),16,1,-0.287620,-0.236724,-0.050896,nan,nan,nan,0,0,0.524081,31.25,0.168949,-0.115267,-4.6019,324,1
momentum v3,prospective,hora,05h BRT (08h UTC),17,1,-0.041500,-0.249520,0.208020,nan,nan,nan,0,0,0.912613,41.18,0.153920,0.112440,-0.7055,323,1
momentum v3,prospective,hora,08h BRT (11h UTC),12,1,-0.602520,-0.225824,-0.376696,nan,nan,nan,0,0,0.206580,16.67,0.126382,-0.474105,-7.2302,328,1
momentum v3,prospective,hora,09h BRT (12h UTC),13,1,0.127691,-0.253702,0.381393,nan,nan,nan,0,0,1.400174,53.85,0.131054,0.258925,1.6600,327,1
volume_anomaly v2,replay,mercado,DOGEUSDT,95,21,-0.626132,-0.583392,-0.042740,-0.309989,0.187883,0.741726,0,1,0.209417,26.32,0.527752,-0.098324,-59.4826,244,28
volume_anomaly v2,replay,mercado,ETHUSDT,36,4,-1.124485,-0.532504,-0.591980,nan,nan,nan,0,0,0.095105,25.00,1.139047,0.013997,-40.4814,303,28
volume_anomaly v2,replay,mercado,SOLUSDT,127,28,-0.550171,-0.622446,0.072275,-0.074609,0.256036,0.344166,0,1,0.318311,29.13,0.580782,0.030263,-69.8717,212,21
volume_anomaly v2,replay,mercado,XRPUSDT,81,17,-0.394994,-0.658278,0.263284,-0.044229,0.491420,0.098790,0,1,0.442391,35.80,0.533658,0.139059,-31.9945,258,28
volume_anomaly v2,replay,hora,12h BRT (15h UTC),38,16,-0.589695,-0.596086,0.006391,-0.429158,0.323813,0.941906,0,1,0.283829,26.32,0.540900,-0.046992,-22.4084,301,28
volume_anomaly v2,replay,dia_semana,seg (BRT),51,4,-0.984692,-0.526427,-0.458265,nan,nan,nan,0,0,0.065481,9.80,0.626133,-0.359333,-50.2193,288,24
volume_anomaly v2,replay,dia_semana,ter (BRT),46,4,-0.449837,-0.618217,0.168380,nan,nan,nan,0,0,0.354965,34.78,0.553845,0.104490,-20.6925,293,24
volume_anomaly v2,replay,dia_semana,qua (BRT),68,4,-0.522410,-0.613676,0.091266,nan,nan,nan,0,0,0.340661,30.88,0.565528,0.043261,-35.5239,271,24
volume_anomaly v2,replay,dia_semana,qui (BRT),49,4,-0.354965,-0.635989,0.281024,nan,nan,nan,0,0,0.460833,30.61,0.427340,0.072957,-17.3933,290,24
volume_anomaly v2,replay,dia_semana,dom (BRT),85,4,-0.778969,-0.533929,-0.245040,nan,nan,nan,0,0,0.196232,31.76,0.874603,0.094932,-66.2123,254,24
volume_anomaly v2,replay,regime,BTC_BULL,53,7,-0.303031,-0.649544,0.346513,-0.029406,0.607693,0.071007,0,1,0.477768,39.62,0.404165,0.101346,-16.0607,286,24
volume_anomaly v2,replay,regime,HIGH_VOLATILITY,85,9,-0.277216,-0.701838,0.424622,0.066893,0.790805,0.023198,0,1,0.560067,35.29,0.367704,0.090603,-23.5634,254,23
volume_anomaly v2,replay,regime+trend_x_vol,SIDEWAYS = flat/normal,30,7,-0.719229,-0.583344,-0.135884,-0.536112,0.299019,0.526505,0,1,0.171728,16.67,0.425134,-0.294880,-21.5769,309,25
volume_anomaly v2,replay,regime,UNKNOWN,156,9,-0.886176,-0.347469,-0.538707,-0.808868,-0.205844,0.002000,1,1,0.140471,24.36,0.873132,-0.013216,-138.2434,183,20
volume_anomaly v2,replay,trend_x_vol,unknown/unknown,128,7,-0.888794,-0.417368,-0.471426,-0.805245,-0.074840,0.023617,0,1,0.152658,22.66,0.870967,-0.017836,-113.7656,211,21
volume_anomaly v2,replay,trend_x_vol,up/high,72,8,-0.155715,-0.713928,0.558213,0.199210,0.938135,0.004600,1,1,0.720081,38.89,0.342722,0.187278,-11.2115,267,24
volume_anomaly v2,replay,trend_x_vol,up/normal,49,6,-0.284220,-0.647943,0.363723,nan,nan,nan,0,0,0.512832,38.78,0.409081,0.125123,-13.9268,290,25
volume_anomaly v2,replay,pedagio,"pedagio > 0,20 R",307,28,-0.639431,-0.172654,-0.466777,-0.993193,-0.009480,0.045605,0,1,0.263103,28.66,0.664591,0.025055,-196.3053,32,7
volume_anomaly v2,replay,hora,00h BRT (03h UTC),7,5,-1.204567,-0.582525,-0.622042,nan,nan,nan,0,0,0.000000,0.00,0.597858,-0.607675,-8.4320,332,28
volume_anomaly v2,replay,hora,01h BRT (04h UTC),5,3,-0.155717,-0.601951,0.446234,nan,nan,nan,0,0,0.722223,60.00,0.359147,0.203417,-0.7786,334,28
volume_anomaly v2,replay,hora,10h BRT (13h UTC),18,11,-0.625267,-0.593693,-0.031574,nan,nan,nan,0,0,0.222703,33.33,0.535742,-0.089936,-11.2548,321,28
volume_anomaly v2,replay,hora,11h BRT (14h UTC),29,14,-0.357797,-0.617594,0.259797,nan,nan,nan,0,0,0.496436,41.38,0.482906,0.124944,-10.3761,310,28
volume_anomaly v2,replay,hora,13h BRT (16h UTC),26,11,-0.371369,-0.613976,0.242607,nan,nan,nan,0,0,0.433606,26.92,0.551139,0.179619,-9.6556,313,28
volume_anomaly v2,replay,hora,14h BRT (17h UTC),13,8,-0.352715,-0.605046,0.252330,nan,nan,nan,0,0,0.532631,38.46,0.532567,0.179711,-4.5853,326,28
volume_anomaly v2,replay,hora,15h BRT (18h UTC),8,7,-0.592297,-0.595444,0.003147,nan,nan,nan,0,0,0.295987,25.00,0.656550,0.063924,-4.7384,331,28
volume_anomaly v2,replay,hora,16h BRT (19h UTC),3,2,-0.730217,-0.594165,-0.136052,nan,nan,nan,0,0,0.258617,33.33,0.999730,0.269183,-2.1907,336,28
volume_anomaly v2,replay,hora,17h BRT (20h UTC),12,7,-0.167146,-0.611084,0.443938,nan,nan,nan,0,0,0.745910,58.33,0.714143,0.547115,-2.0058,327,28
volume_anomaly v2,replay,hora,18h BRT (21h UTC),14,7,-0.187137,-0.612955,0.425818,nan,nan,nan,0,0,0.706157,42.86,0.439518,0.252370,-2.6199,325,28
volume_anomaly v2,replay,hora,19h BRT (22h UTC),19,9,-1.215659,-0.558540,-0.657119,nan,nan,nan,0,0,0.078843,10.53,1.088832,-0.128843,-23.0975,320,28
volume_anomaly v2,replay,hora,02h BRT (05h UTC),12,8,-0.448748,-0.600750,0.152002,nan,nan,nan,0,0,0.258783,16.67,0.357130,-0.091924,-5.3850,327,28
volume_anomaly v2,replay,hora,20h BRT (23h UTC),11,4,-1.108689,-0.578154,-0.530535,nan,nan,nan,0,0,0.000000,0.00,0.523526,-0.586208,-12.1956,328,28
volume_anomaly v2,replay,hora,21h BRT (00h UTC),15,6,-0.419239,-0.603524,0.184284,nan,nan,nan,0,0,0.396231,40.00,0.647339,0.227940,-6.2886,324,28
volume_anomaly v2,replay,hora,22h BRT (01h UTC),9,4,-0.487282,-0.598317,0.111035,nan,nan,nan,0,0,0.295907,44.44,0.565031,0.077488,-4.3855,330,28
volume_anomaly v2,replay,hora,23h BRT (02h UTC),18,11,-0.809872,-0.583341,-0.226531,nan,nan,nan,0,0,0.173018,16.67,0.695315,-0.115089,-14.5777,321,28
volume_anomaly v2,replay,hora,03h BRT (06h UTC),11,7,-0.630871,-0.594179,-0.036692,nan,nan,nan,0,0,0.255138,36.36,0.897520,0.268353,-6.9396,328,28
volume_anomaly v2,replay,hora,04h BRT (07h UTC),4,4,-1.539660,-0.584094,-0.955566,nan,nan,nan,0,0,0.000000,0.00,1.133206,-0.404540,-6.1586,335,28
volume_anomaly v2,replay,hora,05h BRT (08h UTC),18,7,-0.135388,-0.621163,0.485775,nan,nan,nan,0,0,0.744303,50.00,0.592983,0.457698,-2.4370,321,28
volume_anomaly v2,replay,hora,06h BRT (09h UTC),11,7,-0.699474,-0.591878,-0.107596,nan,nan,nan,0,0,0.092665,27.27,0.525508,-0.174456,-7.6942,328,28
volume_anomaly v2,replay,hora,07h BRT (10h UTC),11,10,-0.855690,-0.586639,-0.269051,nan,nan,nan,0,0,0.054463,18.18,0.613426,-0.242875,-9.4126,328,28
volume_anomaly v2,replay,hora,08h BRT (11h UTC),8,5,-0.486309,-0.598005,0.111696,nan,nan,nan,0,0,0.314912,25.00,0.383671,-0.102972,-3.8905,331,28
volume_anomaly v2,replay,hora,09h BRT (12h UTC),19,10,-1.069599,-0.567212,-0.502387,nan,nan,nan,0,0,0.030512,21.05,0.789347,-0.281006,-20.3224,320,27
volume_anomaly v2,replay,dia_semana,sex (BRT),24,4,-0.298481,-0.617989,0.319509,nan,nan,nan,0,0,0.562746,37.50,0.460902,0.162998,-7.1635,315,24
volume_anomaly v2,replay,dia_semana,sab (BRT),16,4,-0.289085,-0.610541,0.321456,nan,nan,nan,0,0,0.493665,43.75,0.369974,0.080747,-4.6254,323,24
volume_anomaly v2,replay,regime,BTC_BEAR,11,4,-0.646754,-0.593646,-0.053108,nan,nan,nan,0,0,0.177446,18.18,0.417537,-0.229697,-7.1143,328,27
volume_anomaly v2,replay,regime,LOW_VOLATILITY,4,1,1.182097,-0.616593,1.798690,nan,nan,nan,0,0,inf,100.00,0.474158,1.658133,4.7284,335,28
volume_anomaly v2,replay,trend_x_vol,down/low,5,1,-0.305433,-0.599710,0.294277,nan,nan,nan,0,0,0.501236,40.00,0.493206,0.187665,-1.5272,334,28
volume_anomaly v2,replay,trend_x_vol,down/normal,6,4,-0.931189,-0.589319,-0.341870,nan,nan,nan,0,0,0.000000,0.00,0.354479,-0.577499,-5.5871,333,27
volume_anomaly v2,replay,trend_x_vol,flat/high,13,3,-0.950147,-0.581222,-0.368925,nan,nan,nan,0,0,0.085627,15.38,0.506063,-0.444832,-12.3519,326,28
volume_anomaly v2,replay,trend_x_vol,flat/low,4,1,1.182097,-0.616593,1.798690,nan,nan,nan,0,0,inf,100.00,0.474158,1.658133,4.7284,335,28
volume_anomaly v2,replay,trend_x_vol,unknown/low,22,1,-0.884932,-0.575274,-0.309658,nan,nan,nan,0,0,0.069284,31.82,0.864592,-0.021390,-19.4685,317,27
volume_anomaly v2,replay,trend_x_vol,unknown/normal,6,1,-0.834881,-0.591054,-0.243827,nan,nan,nan,0,0,0.114440,33.33,0.950648,0.115312,-5.0093,333,28
volume_anomaly v2,replay,trend_x_vol,up/low,4,1,-0.533467,-0.596108,0.062641,nan,nan,nan,0,0,0.015116,50.00,0.343946,-0.189917,-2.1339,335,27
volume_anomaly v2,replay,pedagio,"pedagio < 0,10 R",7,2,0.417962,-0.616735,1.034697,nan,nan,nan,0,0,4.214552,57.14,0.071401,0.489810,2.9257,332,28
volume_anomaly v2,replay,pedagio,"pedagio 0,10-0,20 R",25,7,-0.338027,-0.615858,0.277831,nan,nan,nan,0,0,0.326434,32.00,0.143937,-0.194017,-8.4507,314,28
volume_anomaly (familia),replay,mercado,DOGEUSDT,95,21,-0.626132,-0.583392,-0.042740,-0.309989,0.187883,0.741726,0,1,0.209417,26.32,0.527752,-0.098324,-59.4826,244,28
volume_anomaly (familia),replay,mercado,ETHUSDT,36,4,-1.124485,-0.532504,-0.591980,nan,nan,nan,0,0,0.095105,25.00,1.139047,0.013997,-40.4814,303,28
volume_anomaly (familia),replay,mercado,SOLUSDT,127,28,-0.550171,-0.622446,0.072275,-0.074609,0.256036,0.344166,0,1,0.318311,29.13,0.580782,0.030263,-69.8717,212,21
volume_anomaly (familia),replay,mercado,XRPUSDT,81,17,-0.394994,-0.658278,0.263284,-0.044229,0.491420,0.098790,0,1,0.442391,35.80,0.533658,0.139059,-31.9945,258,28
volume_anomaly (familia),replay,hora,12h BRT (15h UTC),38,16,-0.589695,-0.596086,0.006391,-0.429158,0.323813,0.941906,0,1,0.283829,26.32,0.540900,-0.046992,-22.4084,301,28
volume_anomaly (familia),replay,dia_semana,seg (BRT),51,4,-0.984692,-0.526427,-0.458265,nan,nan,nan,0,0,0.065481,9.80,0.626133,-0.359333,-50.2193,288,24
volume_anomaly (familia),replay,dia_semana,ter (BRT),46,4,-0.449837,-0.618217,0.168380,nan,nan,nan,0,0,0.354965,34.78,0.553845,0.104490,-20.6925,293,24
volume_anomaly (familia),replay,dia_semana,qua (BRT),68,4,-0.522410,-0.613676,0.091266,nan,nan,nan,0,0,0.340661,30.88,0.565528,0.043261,-35.5239,271,24
volume_anomaly (familia),replay,dia_semana,qui (BRT),49,4,-0.354965,-0.635989,0.281024,nan,nan,nan,0,0,0.460833,30.61,0.427340,0.072957,-17.3933,290,24
volume_anomaly (familia),replay,dia_semana,dom (BRT),85,4,-0.778969,-0.533929,-0.245040,nan,nan,nan,0,0,0.196232,31.76,0.874603,0.094932,-66.2123,254,24
volume_anomaly (familia),replay,regime,BTC_BULL,53,7,-0.303031,-0.649544,0.346513,-0.029406,0.607693,0.071007,0,1,0.477768,39.62,0.404165,0.101346,-16.0607,286,24
volume_anomaly (familia),replay,regime,HIGH_VOLATILITY,85,9,-0.277216,-0.701838,0.424622,0.066893,0.790805,0.023198,0,1,0.560067,35.29,0.367704,0.090603,-23.5634,254,23
volume_anomaly (familia),replay,regime+trend_x_vol,SIDEWAYS = flat/normal,30,7,-0.719229,-0.583344,-0.135884,-0.536112,0.299019,0.526505,0,1,0.171728,16.67,0.425134,-0.294880,-21.5769,309,25
volume_anomaly (familia),replay,regime,UNKNOWN,156,9,-0.886176,-0.347469,-0.538707,-0.808868,-0.205844,0.002000,1,1,0.140471,24.36,0.873132,-0.013216,-138.2434,183,20
volume_anomaly (familia),replay,trend_x_vol,unknown/unknown,128,7,-0.888794,-0.417368,-0.471426,-0.805245,-0.074840,0.023617,0,1,0.152658,22.66,0.870967,-0.017836,-113.7656,211,21
volume_anomaly (familia),replay,trend_x_vol,up/high,72,8,-0.155715,-0.713928,0.558213,0.199210,0.938135,0.004600,1,1,0.720081,38.89,0.342722,0.187278,-11.2115,267,24
volume_anomaly (familia),replay,trend_x_vol,up/normal,49,6,-0.284220,-0.647943,0.363723,nan,nan,nan,0,0,0.512832,38.78,0.409081,0.125123,-13.9268,290,25
volume_anomaly (familia),replay,pedagio,"pedagio > 0,20 R",307,28,-0.639431,-0.172654,-0.466777,-0.993193,-0.009480,0.045605,0,1,0.263103,28.66,0.664591,0.025055,-196.3053,32,7
volume_anomaly (familia),replay,hora,00h BRT (03h UTC),7,5,-1.204567,-0.582525,-0.622042,nan,nan,nan,0,0,0.000000,0.00,0.597858,-0.607675,-8.4320,332,28
volume_anomaly (familia),replay,hora,01h BRT (04h UTC),5,3,-0.155717,-0.601951,0.446234,nan,nan,nan,0,0,0.722223,60.00,0.359147,0.203417,-0.7786,334,28
volume_anomaly (familia),replay,hora,10h BRT (13h UTC),18,11,-0.625267,-0.593693,-0.031574,nan,nan,nan,0,0,0.222703,33.33,0.535742,-0.089936,-11.2548,321,28
volume_anomaly (familia),replay,hora,11h BRT (14h UTC),29,14,-0.357797,-0.617594,0.259797,nan,nan,nan,0,0,0.496436,41.38,0.482906,0.124944,-10.3761,310,28
volume_anomaly (familia),replay,hora,13h BRT (16h UTC),26,11,-0.371369,-0.613976,0.242607,nan,nan,nan,0,0,0.433606,26.92,0.551139,0.179619,-9.6556,313,28
volume_anomaly (familia),replay,hora,14h BRT (17h UTC),13,8,-0.352715,-0.605046,0.252330,nan,nan,nan,0,0,0.532631,38.46,0.532567,0.179711,-4.5853,326,28
volume_anomaly (familia),replay,hora,15h BRT (18h UTC),8,7,-0.592297,-0.595444,0.003147,nan,nan,nan,0,0,0.295987,25.00,0.656550,0.063924,-4.7384,331,28
volume_anomaly (familia),replay,hora,16h BRT (19h UTC),3,2,-0.730217,-0.594165,-0.136052,nan,nan,nan,0,0,0.258617,33.33,0.999730,0.269183,-2.1907,336,28
volume_anomaly (familia),replay,hora,17h BRT (20h UTC),12,7,-0.167146,-0.611084,0.443938,nan,nan,nan,0,0,0.745910,58.33,0.714143,0.547115,-2.0058,327,28
volume_anomaly (familia),replay,hora,18h BRT (21h UTC),14,7,-0.187137,-0.612955,0.425818,nan,nan,nan,0,0,0.706157,42.86,0.439518,0.252370,-2.6199,325,28
volume_anomaly (familia),replay,hora,19h BRT (22h UTC),19,9,-1.215659,-0.558540,-0.657119,nan,nan,nan,0,0,0.078843,10.53,1.088832,-0.128843,-23.0975,320,28
volume_anomaly (familia),replay,hora,02h BRT (05h UTC),12,8,-0.448748,-0.600750,0.152002,nan,nan,nan,0,0,0.258783,16.67,0.357130,-0.091924,-5.3850,327,28
volume_anomaly (familia),replay,hora,20h BRT (23h UTC),11,4,-1.108689,-0.578154,-0.530535,nan,nan,nan,0,0,0.000000,0.00,0.523526,-0.586208,-12.1956,328,28
volume_anomaly (familia),replay,hora,21h BRT (00h UTC),15,6,-0.419239,-0.603524,0.184284,nan,nan,nan,0,0,0.396231,40.00,0.647339,0.227940,-6.2886,324,28
volume_anomaly (familia),replay,hora,22h BRT (01h UTC),9,4,-0.487282,-0.598317,0.111035,nan,nan,nan,0,0,0.295907,44.44,0.565031,0.077488,-4.3855,330,28
volume_anomaly (familia),replay,hora,23h BRT (02h UTC),18,11,-0.809872,-0.583341,-0.226531,nan,nan,nan,0,0,0.173018,16.67,0.695315,-0.115089,-14.5777,321,28
volume_anomaly (familia),replay,hora,03h BRT (06h UTC),11,7,-0.630871,-0.594179,-0.036692,nan,nan,nan,0,0,0.255138,36.36,0.897520,0.268353,-6.9396,328,28
volume_anomaly (familia),replay,hora,04h BRT (07h UTC),4,4,-1.539660,-0.584094,-0.955566,nan,nan,nan,0,0,0.000000,0.00,1.133206,-0.404540,-6.1586,335,28
volume_anomaly (familia),replay,hora,05h BRT (08h UTC),18,7,-0.135388,-0.621163,0.485775,nan,nan,nan,0,0,0.744303,50.00,0.592983,0.457698,-2.4370,321,28
volume_anomaly (familia),replay,hora,06h BRT (09h UTC),11,7,-0.699474,-0.591878,-0.107596,nan,nan,nan,0,0,0.092665,27.27,0.525508,-0.174456,-7.6942,328,28
volume_anomaly (familia),replay,hora,07h BRT (10h UTC),11,10,-0.855690,-0.586639,-0.269051,nan,nan,nan,0,0,0.054463,18.18,0.613426,-0.242875,-9.4126,328,28
volume_anomaly (familia),replay,hora,08h BRT (11h UTC),8,5,-0.486309,-0.598005,0.111696,nan,nan,nan,0,0,0.314912,25.00,0.383671,-0.102972,-3.8905,331,28
volume_anomaly (familia),replay,hora,09h BRT (12h UTC),19,10,-1.069599,-0.567212,-0.502387,nan,nan,nan,0,0,0.030512,21.05,0.789347,-0.281006,-20.3224,320,27
volume_anomaly (familia),replay,dia_semana,sex (BRT),24,4,-0.298481,-0.617989,0.319509,nan,nan,nan,0,0,0.562746,37.50,0.460902,0.162998,-7.1635,315,24
